Job Title,Location,Salary,Monthly Salary,Locality,City,State,JobText
Internal Stock Audit,"Vellore, Tamil Nadu",Not specified,,,Vellore,Tamil Nadu,Internal Stock Audit
Trainee Mechanical,"Kochi, Kerala",Not specified,,,Kochi,Kerala,Trainee Mechanical
Research Assistant,"Nagercoil, Tamil Nadu","₹1,44,000 - ₹1,80,000 a year",162000.0,,Nagercoil,Tamil Nadu,Research Assistant
Regional Language Content Writer (On-site Job),"Noida, Uttar Pradesh","₹18,000 - ₹25,000 a month",21500.0,,Noida,Uttar Pradesh,Regional Language Content Writer (On-site Job)
Hiring MBA Freshers,"Kochi, Kerala","₹5,000 - ₹18,000 a month",11500.0,,Kochi,Kerala,Hiring MBA Freshers
Management Trainee,"Mumbai, Maharashtra","₹5,00,000 - ₹7,00,000 a year",600000.0,,Mumbai,Maharashtra,Management Trainee
Manager Tumble Dry,"Ambattur, Chennai, Tamil Nadu","₹13,000 - ₹20,000 a month",16500.0,Ambattur,Chennai,Tamil Nadu,Manager Tumble Dry
Cloud Support Trainee,"Calicut, Kerala",Not specified,,,Calicut,Kerala,Cloud Support Trainee
Public Relations Coordinator,"Kochi, Kerala","₹20,000 - ₹50,000 a month",35000.0,,Kochi,Kerala,Public Relations Coordinator
Trainee - Digital,Remote,"Up to ₹15,000 a month",,Remote,Remote,Remote,Trainee - Digital
Hindi Tele sale Voice Process. Jayanagar Bangalore- Only Fresher,"Jayanagar, Bengaluru, Karnataka","₹18,000 - ₹25,000 a month",21500.0,Jayanagar,Bengaluru,Karnataka,Hindi Tele sale Voice Process. Jayanagar Bangalore- Only Fresher
Course Councillor fresher,"Kochi, Kerala",Not specified,,,Kochi,Kerala,Course Councillor fresher
Data Entry Executive,Remote,"₹10,203.72 - ₹35,311.73 a month",22757.725,Remote,Remote,Remote,Data Entry Executive
Fire Engineer (Fresher),"Kochi, Kerala","₹40,000 - ₹60,000 a month",50000.0,,Kochi,Kerala,Fire Engineer (Fresher)
Management Trainee - Talent Acquisition,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra,Management Trainee - Talent Acquisition
Hiring Freshers ! AR Trainee -RCM,"Kochi, Kerala","₹9,831.16 - ₹20,000.00 a month",14915.58,,Kochi,Kerala,Hiring Freshers ! AR Trainee -RCM
Data Research Trainee,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,Data Research Trainee
Multimedia Educator fresher,Delhi,"₹2,00,000 - ₹3,00,000 a year",250000.0,Delhi,Delhi,Delhi,Multimedia Educator fresher
RO/SRO/ABM – Business Operations,India,Not specified,,India,India,India,RO/SRO/ABM – Business Operations
STATE BANK OF INDIA,"Puducherry, Puducherry","₹13,000 - ₹18,000 a month",15500.0,,Puducherry,Puducherry,STATE BANK OF INDIA
Managers,"Kochi, Kerala","₹25,000 - ₹60,000 a month",42500.0,,Kochi,Kerala,Managers
Fresher BE Graduates,"Vasco Da Gama, Goa",Not specified,,,Vasco Da Gama,Goa,Fresher BE Graduates
Store Keeper,"Kochi, Kerala","₹15,000 - ₹17,000 a month",16000.0,,Kochi,Kerala,Store Keeper
Contract Data Analyst,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,Contract Data Analyst
Trainee Engineers,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Trainee Engineers
Research Associate - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,Research Associate - Freshers
Early Career Trainee,"Kochi, Kerala",Not specified,,,Kochi,Kerala,Early Career Trainee
Data Processor - Business Analytics,"Technopark, Thiruvananthapuram, Kerala","₹20,000 - ₹40,000 a month",30000.0,Technopark,Thiruvananthapuram,Kerala,Data Processor - Business Analytics
Territory Sales Officer (Pathanamthitta),"Pathanamthitta, Kerala","₹3,00,000 - ₹4,00,000 a year",350000.0,,Pathanamthitta,Kerala,Territory Sales Officer (Pathanamthitta)
Cashiers,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Cashiers
voice process,Remote,Not specified,,Remote,Remote,Remote,voice process
Research Analyst,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,Research Analyst
Content Trainee,Remote,Not specified,,Remote,Remote,Remote,Content Trainee
Fresher-BCOM,"Delhi, Delhi","₹15,000 - ₹20,000 a month",17500.0,,Delhi,Delhi,Fresher-BCOM
Trainee,"Jeedimetla, Hyderabad, Telangana",Not specified,,Jeedimetla,Hyderabad,Telangana,Trainee
Management Trainee (Marketing)- Only Male Candidates,"Pathanamthitta, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Pathanamthitta,Kerala,Management Trainee (Marketing)- Only Male Candidates
Fresher hiring for BDE role,"Chennai, Tamil Nadu","₹3,00,000 - ₹4,50,000 a year",375000.0,,Chennai,Tamil Nadu,Fresher hiring for BDE role
HR Trainee,"Edappal, Kerala","₹8,000 - ₹10,000 a month",9000.0,,Edappal,Kerala,HR Trainee
Student Counsellor,"Bengaluru, Karnataka","₹30,000 - ₹45,000 a month",37500.0,,Bengaluru,Karnataka,Student Counsellor
Consultant -Campus Fresher 2023,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,Consultant -Campus Fresher 2023
OFFICE EXECUTIVE,"Barddhaman, West Bengal","₹10,000 - ₹15,000 a month",12500.0,,Barddhaman,West Bengal,OFFICE EXECUTIVE
Trainee Management Associate-Packing,"Mohali, Punjab",Not specified,,,Mohali,Punjab,Trainee Management Associate-Packing
Trainee - Analyst,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Trainee - Analyst
Delivery Executive,"Nemmara, Kerala","₹12,500 - ₹25,000 a month",18750.0,,Nemmara,Kerala,Delivery Executive
HR Executive (Trainee),"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,HR Executive (Trainee)
Graduate Engineer Trainee (GET) Aeronautical / Aerospace,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,Graduate Engineer Trainee (GET) Aeronautical / Aerospace
State Bank Of India ( BRE Cards },"Partibanur, Tamil Nadu","₹15,000 - ₹19,000 a month",17000.0,,Partibanur,Tamil Nadu,State Bank Of India ( BRE Cards }
Community Manager,"Noida, Uttar Pradesh","₹20,000 - ₹25,000 a month",22500.0,,Noida,Uttar Pradesh,Community Manager
Data Entry Officer,"Pimpri-Chinchwad, Maharashtra","₹10,162.39 - ₹35,027.08 a month",22594.735,,Pimpri-Chinchwad,Maharashtra,Data Entry Officer
Cyber Security Engineer,"Thiruvananthapuram, Kerala",Not specified,,,Thiruvananthapuram,Kerala,Cyber Security Engineer
Production Trainee,"Vadodara, Gujarat",Not specified,,,Vadodara,Gujarat,Production Trainee
Production Coordinator,"Mundakayam, Kerala","Up to ₹15,000 a month",,,Mundakayam,Kerala,Production Coordinator
System Engineer - Trainee,"Kizhake Chalakudi, Kerala",Not specified,,,Kizhake Chalakudi,Kerala,System Engineer - Trainee
Trainee - Operations (IP Services),"Calicut, Kerala","₹1,80,000 - ₹2,50,000 a year",215000.0,,Calicut,Kerala,Trainee - Operations (IP Services)
Trainee Research Associate,"Noida, Uttar Pradesh",Not specified,,,Noida,Uttar Pradesh,Trainee Research Associate
Trainee Test Engineer,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,Trainee Test Engineer
Software Developers Trainee (.Net),Kerala,Not specified,,Kerala,Kerala,Kerala,Software Developers Trainee (.Net)
Business Development Executive (BDE),"Dwarka, Delhi, Delhi","From ₹30,000 a month",,Dwarka,Delhi,Delhi,Business Development Executive (BDE)
Medical Representatve for OPD Camps (Bengaluru),"Bengaluru, Karnataka","₹20,000 - ₹22,000 a month",21000.0,,Bengaluru,Karnataka,Medical Representatve for OPD Camps (Bengaluru)
Assistant Supervisor,"Kolkata, West Bengal","₹15,000 - ₹25,000 a month",20000.0,,Kolkata,West Bengal,Assistant Supervisor
PACKING STAFF,"Calicut, Kerala",From ₹35 an hour,,,Calicut,Kerala,PACKING STAFF
Accountant Trainee,"Thrissur, Kerala","₹14,000 - ₹16,000 a month",15000.0,,Thrissur,Kerala,Accountant Trainee
Delivery executive,"Venjaramudu, Kerala","₹15,000 - ₹30,000 a month",22500.0,,Venjaramudu,Kerala,Delivery executive
Category Head - Mobile,"Chinnamanur, Tamil Nadu","₹20,000 - ₹25,000 a month",22500.0,,Chinnamanur,Tamil Nadu,Category Head - Mobile
Hindi speaking Receptionist,"Anna Nagar Western Extn, Chennai, Tamil Nadu","₹10,000 - ₹20,000 a month",15000.0,Anna Nagar Western Extn,Chennai,Tamil Nadu,Hindi speaking Receptionist
Testing & Calibration Engg.,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,Testing & Calibration Engg.
Game Tester,"Mira Road, Mumbai, Maharashtra","₹9,000 - ₹10,000 a month",9500.0,Mira Road,Mumbai,Maharashtra,Game Tester
Content Creator,Remote,"Up to ₹5,000 a month",,Remote,Remote,Remote,Content Creator
Technical Trainer,"Mohali, Punjab","₹40,000 - ₹1,20,000 a month",80000.0,,Mohali,Punjab,Technical Trainer
Execuitve Assistant,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Execuitve Assistant
Bank Follow Up Officer (sme),"Kochi, Kerala","From ₹15,000 a month",,,Kochi,Kerala,Bank Follow Up Officer (sme)
Computer Operator,"Morbi, Gujarat","₹10,000 - ₹30,000 a month",20000.0,,Morbi,Gujarat,Computer Operator
Management Trainee,"Mayur Vihar, Delhi, Delhi","₹2,50,000 a year",250000.0,Mayur Vihar,Delhi,Delhi,Management Trainee
Trainee Medical Writer,"Delhi, Delhi",Not specified,,,Delhi,Delhi,Trainee Medical Writer
Production Executive,"Palghat, Kerala",Not specified,,,Palghat,Kerala,Production Executive
Graduate Engineer Trainee,"Bharuch, Gujarat",Not specified,,,Bharuch,Gujarat,Graduate Engineer Trainee
HR Assistant,"Thrissur, Kerala","₹11,000 - ₹13,000 a month",12000.0,,Thrissur,Kerala,HR Assistant
Fresher Engineer,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,Fresher Engineer
Accountant (Tally),"Mysuru, Karnataka","₹15,000 - ₹30,000 a month",22500.0,,Mysuru,Karnataka,Accountant (Tally)
Answerclub Knowledge contributor,Remote,"₹1,200 - ₹5,000 a month",3100.0,Remote,Remote,Remote,Answerclub Knowledge contributor
Field Collection Executive,"Haripad, Kerala","₹12,000 - ₹30,000 a month",21000.0,,Haripad,Kerala,Field Collection Executive
Operational Specialist,"Calicut, Kerala",Not specified,,,Calicut,Kerala,Operational Specialist
Graphic Designer & Video Editor,Remote,"₹5,000 - ₹10,000 a month",7500.0,Remote,Remote,Remote,Graphic Designer & Video Editor
Calibration Engineer(fresher),"Ambli, Ahmedabad, Gujarat","Up to ₹35,000 a month",,Ambli,Ahmedabad,Gujarat,Calibration Engineer(fresher)
Technical Support,"Kochi, Kerala",Not specified,,,Kochi,Kerala,Technical Support
GRAPHIC DESIGNER,"Kollam, Kerala",Not specified,,,Kollam,Kerala,GRAPHIC DESIGNER
Office Asistant,"Pollachi, Tamil Nadu","From ₹10,000 a month",,,Pollachi,Tamil Nadu,Office Asistant
Officer - Security,"Kochi, Kerala",Not specified,,,Kochi,Kerala,Officer - Security
Collection Executive,"Muvattupuzha, Kerala","₹19,500 - ₹24,000 a month",21750.0,,Muvattupuzha,Kerala,Collection Executive
Trainee Engineer,"Rudarpur, Uttarakhand","₹20,000 - ₹30,000 a month",25000.0,,Rudarpur,Uttarakhand,Trainee Engineer
Development Organiser (Forestry),"Pimpalner, Maharashtra",Not specified,,,Pimpalner,Maharashtra,Development Organiser (Forestry)
Front Office Manager,"Pathanamthitta, Kerala","₹10,000 - ₹20,000 a month",15000.0,,Pathanamthitta,Kerala,Front Office Manager
HR Trainee/Executive,"Calicut, Kerala",Not specified,,,Calicut,Kerala,HR Trainee/Executive
Data Digitization Executive,"Poojappura, Thiruvananthapuram, Kerala","Up to ₹12,000 a month",,Poojappura,Thiruvananthapuram,Kerala,Data Digitization Executive
Trainee / Process Executive,"Salem, Tamil Nadu",Not specified,,,Salem,Tamil Nadu,Trainee / Process Executive
Recruitment Trainee,India,Not specified,,India,India,India,Recruitment Trainee
Freshers Walk-In (Autocad),"Yelahanka, Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,Yelahanka,Bengaluru,Karnataka,Freshers Walk-In (Autocad)
Business Development Executive - Fresher,"Madurai, Tamil Nadu",Not specified,,,Madurai,Tamil Nadu,Business Development Executive - Fresher
Business Development Associate,"Kochi, Kerala","₹20,000 - ₹45,000 a month",32500.0,,Kochi,Kerala,Business Development Associate
HUMAN RESOURCES INTERNSHIP -FRESHER,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,HUMAN RESOURCES INTERNSHIP -FRESHER
Engineer – Support/Operations (Trainee),"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Engineer – Support/Operations (Trainee)
System Analyst,"Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,,Coimbatore,Tamil Nadu,System Analyst
Management Trainee - Recruitment,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,Management Trainee - Recruitment
Project Coordinator,"Mundakayam, Kerala","Up to ₹10,000 a month",,,Mundakayam,Kerala,Project Coordinator
Trainee Intern's,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,Trainee Intern's
Internship to Job Program - JS Developer,"Delhi, Delhi","₹5,000 - ₹25,000 a month",15000.0,,Delhi,Delhi,Internship to Job Program - JS Developer
Cyber Security Trainer,"Laxmi Nagar, Delhi, Delhi","₹6,00,000 a year",600000.0,Laxmi Nagar,Delhi,Delhi,Cyber Security Trainer
Site Supervisor,"Kottayam, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Kottayam,Kerala,Site Supervisor
Associate: Supply Chain Team,"Bengaluru, Karnataka","₹2,40,000 - ₹2,80,000 a year",260000.0,,Bengaluru,Karnataka,Associate: Supply Chain Team
Accountant,"Sangli, Maharashtra",Not specified,,,Sangli,Maharashtra,Accountant
Assistant/Associate /Professors,"Pollachi, Tamil Nadu","₹30,000 - ₹1,00,000 a month",65000.0,,Pollachi,Tamil Nadu,Assistant/Associate /Professors
Branch Accountant,"Kochi, Kerala","₹12,000 - ₹18,000 a month",15000.0,,Kochi,Kerala,Branch Accountant
Fresher - Business Analyst,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,Fresher - Business Analyst
Field Officer,Arunachal Pradesh,Not specified,,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,Field Officer
Jewellery Sales Assistant,"Virudunagar, Tamil Nadu","From ₹15,000 a month",,,Virudunagar,Tamil Nadu,Jewellery Sales Assistant
Hotel Operations Manager,"Varkkallai, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Varkkallai,Kerala,Hotel Operations Manager
Diploma Holders,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Diploma Holders
Video Editor,Remote,"₹5,000 - ₹20,000 a month",12500.0,Remote,Remote,Remote,Video Editor
DEVELOPMENT QUALITY ASSURANCE,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,DEVELOPMENT QUALITY ASSURANCE
WANTED FRESHERS FOR OFFICE WORK,"Saravanampatti, Coimbatore, Tamil Nadu","₹13,500 - ₹16,500 a month",15000.0,Saravanampatti,Coimbatore,Tamil Nadu,WANTED FRESHERS FOR OFFICE WORK
Electrical Technician,"Sion, Mumbai, Maharashtra","₹15,000 - ₹25,000 a month",20000.0,Sion,Mumbai,Maharashtra,Electrical Technician
Asst. Purchase Manager,"Calicut, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Calicut,Kerala,Asst. Purchase Manager
Administration / Office Admin,"Laxmi Nagar, Delhi, Delhi",Not specified,,Laxmi Nagar,Delhi,Delhi,Administration / Office Admin
Process Associate,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,Process Associate
Stevedore (24*7),"Tuticorin, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Tuticorin,Tamil Nadu,Stevedore (24*7)
Digital Marketing Intern,Remote,"₹7,000 - ₹10,000 a month",8500.0,Remote,Remote,Remote,Digital Marketing Intern
System Officer,"Chengannur, Kerala","₹13,000 - ₹15,000 a month",14000.0,,Chengannur,Kerala,System Officer
Management Trainee,"Calicut, Kerala",Not specified,,,Calicut,Kerala,Management Trainee
LaTeX Research Documents Editor,"Cannanore, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Cannanore,Kerala,LaTeX Research Documents Editor
Office Executive Fresher,"Mayur Vihar, Delhi, Delhi","₹16,500 - ₹22,500 a month",19500.0,Mayur Vihar,Delhi,Delhi,Office Executive Fresher
Knitting Specialist,"Palsana, Surat, Gujarat","₹30,000 - ₹40,000 a month",35000.0,Palsana,Surat,Gujarat,Knitting Specialist
Tele Caller (English - WFH),Remote,"₹8,086.00 - ₹29,639.40 a month",18862.7,Remote,Remote,Remote,Tele Caller (English - WFH)
Junior Process Associate (Voice Process),"Coimbatore, Tamil Nadu","Up to ₹18,000 a month",,,Coimbatore,Tamil Nadu,Junior Process Associate (Voice Process)
Accountant,"Devanhalli, Karnataka","₹12,000 - ₹15,000 a month",13500.0,,Devanhalli,Karnataka,Accountant
fb poster designer,Remote,₹180 a day,180.0,Remote,Remote,Remote,fb poster designer
Manual Tester,"Pallavaram, Chennai, Tamil Nadu","₹16,000 - ₹34,000 a month",25000.0,Pallavaram,Chennai,Tamil Nadu,Manual Tester
Video Editor,Remote,"₹20,000 - ₹30,000 a month",25000.0,Remote,Remote,Remote,Video Editor
Operator Trainee(Fresher),"Kangayam, Tamil Nadu","₹10,000 - ₹12,000 a month",11000.0,,Kangayam,Tamil Nadu,Operator Trainee(Fresher)
Supervisor,Remote,"From ₹15,000 a month",,Remote,Remote,Remote,Supervisor
Dog Walker,"Saket, Delhi, Delhi","₹11,000 - ₹18,000 a month",14500.0,Saket,Delhi,Delhi,Dog Walker
Wedding Album Designers in Trivandrum,"Kariavattom, Thiruvananthapuram, Kerala","₹5,000 - ₹25,000 a month",15000.0,Kariavattom,Thiruvananthapuram,Kerala,Wedding Album Designers in Trivandrum
BE/ ME Freshers,"Nagercoil, Tamil Nadu","₹10,000 - ₹16,000 a month",13000.0,,Nagercoil,Tamil Nadu,BE/ ME Freshers
Research Analyst,Delhi,Not specified,,Delhi,Delhi,Delhi,Research Analyst
"Jio point manager in uluthurpet,madapattu, Kandachipuram, Vikravandi, Valavanur, Villupuram","Villupuram, Tamil Nadu","₹22,000 a month",22000.0,,Villupuram,Tamil Nadu,"Jio point manager in uluthurpet,madapattu, Kandachipuram, Vikravandi, Valavanur, Villupuram"
Academic Consultant,"Kochi, Kerala","₹12,000 - ₹20,000 a month",16000.0,,Kochi,Kerala,Academic Consultant
Front Office Staff,"Bhopal, Madhya Pradesh",Not specified,,,Bhopal,Madhya Pradesh,Front Office Staff
Programming Assistants,"Cannanore, Kerala",Not specified,,,Cannanore,Kerala,Programming Assistants
Delivery Executive/Delivery Partner,"Dehradun, Uttarakhand","₹18,000 - ₹35,000 a month",26500.0,,Dehradun,Uttarakhand,Delivery Executive/Delivery Partner
Video Editor,Remote,"₹3,000 - ₹4,000 a month",3500.0,Remote,Remote,Remote,Video Editor
Delivery Assistant,"Gulbarga, Karnataka","₹12,847 a month",12847.0,,Gulbarga,Karnataka,Delivery Assistant
HR Intern,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote,HR Intern
Trainee - Analyst Investigation,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Trainee - Analyst Investigation
Document Verification Executive Fresher,"Ghitorni, Delhi, Delhi","₹14,500 a month",14500.0,Ghitorni,Delhi,Delhi,Document Verification Executive Fresher
Back Office Executive,"Pimpri-Chinchwad, Maharashtra","₹25,000 - ₹28,000 a month",26500.0,,Pimpri-Chinchwad,Maharashtra,Back Office Executive
Fresh Graduate,"Noida, Uttar Pradesh","₹15,000 - ₹25,000 a month",20000.0,,Noida,Uttar Pradesh,Fresh Graduate
OT Assistant,"Tiruppur, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Tiruppur,Tamil Nadu,OT Assistant
Pizza hut- Team Member,"Pattom, Thiruvananthapuram, Kerala","Up to ₹10,500 a month",,Pattom,Thiruvananthapuram,Kerala,Pizza hut- Team Member
Graphic Designer - Amazon Products Lifestyle & Infographics,"Thiruvananthapuram, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Thiruvananthapuram,Kerala,Graphic Designer - Amazon Products Lifestyle & Infographics
Dues Coordinator intern,"Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Chennai,Tamil Nadu,Dues Coordinator intern
Google Ads Executive(fresher/experience),"Ambli, Ahmedabad, Gujarat","Up to ₹55,000 a month",,Ambli,Ahmedabad,Gujarat,Google Ads Executive(fresher/experience)
Medical Scribe Trainee,Remote,"₹35,000 a month",35000.0,Remote,Remote,Remote,Medical Scribe Trainee
Hardware trainee - Female Candidates only,"Erode, Tamil Nadu","From ₹8,000 a month",,,Erode,Tamil Nadu,Hardware trainee - Female Candidates only
Trainee - Human Resource,"Rajarajeshwari Nagar, Bengaluru, Karnataka","From ₹25,000 a month",,Rajarajeshwari Nagar,Bengaluru,Karnataka,Trainee - Human Resource
Checker and surveyor,"Mundra Bandar, Gujarat",Not specified,,,Mundra Bandar,Gujarat,Checker and surveyor
Cinematography,"Koramangala VI Bk, Bengaluru, Karnataka","₹3,19,486.86 - ₹15,60,207.49 a year",939847.175,Koramangala VI Bk,Bengaluru,Karnataka,Cinematography
Programmers,"Bengaluru, Karnataka","₹15,000 - ₹25,000 a month",20000.0,,Bengaluru,Karnataka,Programmers
Digital Marketing Fresher,"Kochi, Kerala","₹3,000 - ₹6,000 a month",4500.0,,Kochi,Kerala,Digital Marketing Fresher
Financial Analyst,Delhi,Not specified,,Delhi,Delhi,Delhi,Financial Analyst
Sales Supervisor,"Thrissur, Kerala","₹18,000 - ₹21,000 a month",19500.0,,Thrissur,Kerala,Sales Supervisor
QC Officer,"Kala Amb, Himachal Pradesh","Up to ₹30,000 a month",,,Kala Amb,Himachal Pradesh,QC Officer
Trainee Administrator,"Jaisalmer, Rajasthan",Not specified,,,Jaisalmer,Rajasthan,Trainee Administrator
Soil and Rock testing assistant,"Ghaziabad, Uttar Pradesh","From ₹15,000 a month",,,Ghaziabad,Uttar Pradesh,Soil and Rock testing assistant
Office Associate,"Amravati, Maharashtra","₹11,000 - ₹18,000 a month",14500.0,,Amravati,Maharashtra,Office Associate
Customer Care Executive (Preferred Hindi Speaking),Telangana,Not specified,,Telangana,Telangana,Telangana,Customer Care Executive (Preferred Hindi Speaking)
Chartered Accountant/Semi Qualified / ICWA(CMA)/CS,"Ram Nagar, Nagpur, Maharashtra","₹4,00,000 - ₹8,00,000 a year",600000.0,Ram Nagar,Nagpur,Maharashtra,Chartered Accountant/Semi Qualified / ICWA(CMA)/CS
Network and hardware trainee,"Bommasandra Industrial Estate, Bengaluru, Karnataka","₹3,50,000 a year",350000.0,Bommasandra Industrial Estate,Bengaluru,Karnataka,Network and hardware trainee
CS Trainee,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,CS Trainee
Call Coordinator,"Bengaluru, Karnataka","₹3,00,000 a year",300000.0,,Bengaluru,Karnataka,Call Coordinator
Worked as teacher,"Pratap Nagar, Jaipur, Rajasthan","₹15,000 - ₹30,000 a month",22500.0,Pratap Nagar,Jaipur,Rajasthan,Worked as teacher
Wanted Delivery Executive Boys / Girls,"Mavelikara, Kerala","₹15,000 - ₹35,000 a month",25000.0,,Mavelikara,Kerala,Wanted Delivery Executive Boys / Girls
Software Trainee / Intern,"Bhilwara, Rajasthan",Not specified,,,Bhilwara,Rajasthan,Software Trainee / Intern
Team Member (QSR),"Bengaluru, Karnataka","₹14,000 - ₹15,000 a month",14500.0,,Bengaluru,Karnataka,Team Member (QSR)
Receptionist & telecaller,"Pattom, Thiruvananthapuram, Kerala","₹12,000 - ₹15,000 a month",13500.0,Pattom,Thiruvananthapuram,Kerala,Receptionist & telecaller
Content Creator,"Andheri West, Mumbai, Maharashtra","₹50,000 - ₹75,000 a month",62500.0,Andheri West,Mumbai,Maharashtra,Content Creator
Department Supervisor,"Salem, Tamil Nadu","₹18,000 - ₹25,000 a month",21500.0,,Salem,Tamil Nadu,Department Supervisor
Team Leader - Operations,"Pimpri-Chinchwad, Maharashtra","₹2,51,888.70 - ₹10,98,536.95 a year",675212.825,,Pimpri-Chinchwad,Maharashtra,Team Leader - Operations
TRAINEE MUD LOGGER,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra,TRAINEE MUD LOGGER
Corporate Relationship Manager,"Delhi, Delhi","₹20,000 - ₹50,000 a month",35000.0,,Delhi,Delhi,Corporate Relationship Manager
Female Visa Filing Officer,"Chandigarh, Chandigarh","From ₹15,000 a month",,,Chandigarh,Chandigarh,Female Visa Filing Officer
WEB DEVELOPERS,"Hubli, Karnataka",Not specified,,,Hubli,Karnataka,WEB DEVELOPERS
Receptionist,"Kanpur, Uttar Pradesh","₹1,20,000 - ₹2,50,000 a year",185000.0,,Kanpur,Uttar Pradesh,Receptionist
TRAINEE DEVELOPER,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,TRAINEE DEVELOPER
Telecalling executive,"Tiruchchirappalli, Tamil Nadu",Not specified,,,Tiruchchirappalli,Tamil Nadu,Telecalling executive
E-Commerce Manager,"Tiruppur, Tamil Nadu","₹10,392.40 - ₹37,891.97 a month",24142.185,,Tiruppur,Tamil Nadu,E-Commerce Manager
Residential Tutor,"Palghat, Kerala","₹15,784.80 - ₹25,655.16 a month",20719.98,,Palghat,Kerala,Residential Tutor
Team Member,"Kolkata, West Bengal","₹8,460.63 - ₹21,434.27 a month",14947.45,,Kolkata,West Bengal,Team Member
CRE and Agency leader,"Tiruppur, Tamil Nadu","Up to ₹5,50,000 a year",,,Tiruppur,Tamil Nadu,CRE and Agency leader
Service Advisor,"Tirur, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Tirur,Kerala,Service Advisor
Data Validation Associate - Night Shift,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote,Data Validation Associate - Night Shift
Content writer Intern,Remote,Not specified,,Remote,Remote,Remote,Content writer Intern
Education Counsellor,"Sai Baba Colony, Coimbatore, Tamil Nadu","₹20,000 - ₹40,000 a month",30000.0,Sai Baba Colony,Coimbatore,Tamil Nadu,Education Counsellor
Assistant Supervisor,"Greater Noida, Uttar Pradesh","₹15,000 - ₹20,000 a month",17500.0,,Greater Noida,Uttar Pradesh,Assistant Supervisor
Logistics Trainee,"Kochi, Kerala","₹12,000 - ₹14,000 a month",13000.0,,Kochi,Kerala,Logistics Trainee
Digital Marketing Internship,"Thiruvananthapuram, Kerala","From ₹8,000 a month",,,Thiruvananthapuram,Kerala,Digital Marketing Internship
Data Entry Operator - Production,"Silvassa, Dadra and Nagar Haveli","₹15,000 - ₹20,000 a month",17500.0,,Silvassa,Dadra and Nagar Haveli,Data Entry Operator - Production
Assistant Supervisor,Remote,"₹15,000 - ₹20,000 a month",17500.0,Remote,Remote,Remote,Assistant Supervisor
DATA PROCESSING,"Shastripuram, Agra, Uttar Pradesh","From ₹10,000 a month",,Shastripuram,Agra,Uttar Pradesh,DATA PROCESSING
Intern - Computer Vision / Deep Learning,Remote,"₹60,000 - ₹1,20,000 a year",90000.0,Remote,Remote,Remote,Intern - Computer Vision / Deep Learning
Business Development Executive,Remote,"₹8,000 - ₹10,000 a month",9000.0,Remote,Remote,Remote,Business Development Executive
Billing Associate,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Billing Associate
